month,year,result,time 
8,04,2019,48,1
8,03,2019,67,1
8,02,2019,71,1
8,01,2019,13,1
7,31,2019,99,1
7,30,2019,13,1
7,29,2019,33,1
7,28,2019,82,1
7,27,2019,33,1
7,26,2019,24,1
7,25,2019,07,1
7,24,2019,51,1
7,23,2019,32,1
7,22,2019,45,1
7,21,2019,29,1
7,20,2019,04,1
7,19,2019,79,1
7,18,2019,58,1
7,17,2019,77,1
7,16,2019,18,1
7,15,2019,33,1
7,14,2019,18,1
7,13,2019,15,1
7,12,2019,32,1
7,11,2019,44,1
7,10,2019,78,1
7,09,2019,45,1
7,08,2019,63,1
7,07,2019,68,1
7,06,2019,48,1
7,05,2019,93,1
7,04,2019,99,1
7,03,2019,14,1
7,02,2019,67,1
7,01,2019,54,1
6,30,2019,98,1
6,29,2019,22,1
6,28,2019,56,1
6,27,2019,21,1
6,26,2019,98,1
6,25,2019,29,1
6,24,2019,68,1
6,23,2019,55,1
6,22,2019,21,1
6,21,2019,39,1
6,20,2019,39,1
6,19,2019,34,1
6,18,2019,79,1
6,17,2019,09,1
6,16,2019,29,1
6,15,2019,03,1
6,14,2019,14,1
6,13,2019,22,1
6,12,2019,10,1
6,11,2019,31,1
6,10,2019,91,1
6,09,2019,34,1
6,08,2019,20,1
6,07,2019,22,1
6,06,2019,43,1
6,05,2019,07,1
6,04,2019,34,1
6,03,2019,49,1
6,02,2019,01,1
6,01,2019,56,1
5,31,2019,03,1
5,30,2019,17,1
5,29,2019,03,1
5,28,2019,69,1
5,27,2019,97,1
5,26,2019,91,1
5,25,2019,83,1
5,24,2019,72,1
5,23,2019,97,1
5,22,2019,63,1
5,21,2019,05,1
5,20,2019,28,1
5,19,2019,54,1
5,18,2019,15,1
5,17,2019,87,1
5,16,2019,76,1
5,15,2019,68,1
5,14,2019,03,1
5,13,2019,55,1
5,12,2019,83,1
5,11,2019,40,1
5,10,2019,12,1
5,09,2019,40,1
5,08,2019,85,1
5,07,2019,17,1
5,06,2019,03,1
5,05,2019,24,1
5,04,2019,04,1
5,03,2019,84,1
5,02,2019,69,1
5,01,2019,41,1
4,30,2019,27,1
4,29,2019,14,1
4,28,2019,46,1
4,27,2019,42,1
4,26,2019,91,1
4,25,2019,50,1
4,24,2019,25,1
4,23,2019,86,1
4,22,2019,65,1
4,21,2019,83,1
4,20,2019,74,1
4,19,2019,69,1
4,18,2019,85,1
4,17,2019,13,1
4,16,2019,48,1
4,15,2019,98,1
4,14,2019,69,1
4,13,2019,78,1
4,12,2019,88,1
4,11,2019,73,1
4,10,2019,66,1
4,09,2019,95,1
4,08,2019,86,1
4,07,2019,98,1
4,06,2019,42,1
4,05,2019,45,1
4,04,2019,66,1
4,03,2019,98,1
4,02,2019,14,1
4,01,2019,45,1
3,31,2019,72,1
3,30,2019,74,1
3,29,2019,05,1
3,28,2019,33,1
3,27,2019,71,1
3,26,2019,31,1
3,25,2019,31,1
3,24,2019,44,1
3,23,2019,94,1
3,22,2019,12,1
3,21,2019,83,1
3,20,2019,78,1
3,19,2019,71,1
3,18,2019,79,1
3,17,2019,67,1
3,16,2019,33,1
3,15,2019,78,1
3,14,2019,32,1
3,13,2019,81,1
3,12,2019,68,1
3,11,2019,71,1
3,10,2019,10,1
3,09,2019,91,1
3,08,2019,15,1
3,07,2019,85,1
3,06,2019,59,1
3,05,2019,46,1
3,04,2019,93,1
3,03,2019,96,1
3,02,2019,90,1
3,01,2019,69,1
2,28,2019,39,1
2,27,2019,38,1
2,26,2019,67,1
2,25,2019,39,1
2,24,2019,15,1
2,23,2019,30,1
2,22,2019,75,1
2,21,2019,58,1
2,20,2019,56,1
2,19,2019,50,1
2,18,2019,19,1
2,17,2019,96,1
2,16,2019,99,1
2,15,2019,12,1
2,14,2019,28,1
2,13,2019,97,1
2,12,2019,06,1
2,11,2019,28,1
2,10,2019,32,1
2,09,2019,00,1
2,08,2019,63,1
2,07,2019,20,1
2,06,2019,13,1
2,05,2019,38,1
2,04,2019,87,1
2,03,2019,89,1
2,02,2019,77,1
2,01,2019,30,1
1,31,2019,86,1
1,30,2019,78,1
1,29,2019,35,1
1,28,2019,89,1
1,27,2019,71,1
1,26,2019,20,1
1,25,2019,04,1
1,24,2019,80,1
1,23,2019,55,1
1,22,2019,47,1
1,21,2019,23,1
1,20,2019,86,1
1,19,2019,22,1
1,18,2019,80,1
1,17,2019,29,1
1,16,2019,68,1
1,15,2019,09,1
1,14,2019,39,1
1,13,2019,27,1
1,12,2019,11,1
1,11,2019,89,1
1,10,2019,45,1
1,09,2019,50,1
1,08,2019,29,1
1,07,2019,28,1
1,06,2019,47,1
1,05,2019,62,1
1,04,2019,32,1
1,03,2019,06,1
1,02,2019,03,1
1,01,2019,48,1
12,31,2020,64,1
12,30,2020,15,1
12,29,2020,77,1
12,28,2020,44,1
12,27,2020,39,1
12,26,2020,60,1
12,25,2020,97,1
12,24,2020,93,1
12,23,2020,81,1
12,22,2020,42,1
12,21,2020,84,1
12,20,2020,78,1
12,19,2020,60,1
12,18,2020,68,1
12,17,2020,90,1
12,16,2020,06,1
12,15,2020,58,1
12,14,2020,92,1
12,13,2020,05,1
12,12,2020,35,1
12,11,2020,97,1
12,10,2020,34,1
12,09,2020,97,1
12,08,2020,52,1
12,07,2020,41,1
12,06,2020,38,1
12,05,2020,17,1
12,04,2020,77,1
12,03,2020,81,1
12,02,2020,95,1
12,01,2020,98,1
11,30,2020,01,1
11,29,2020,02,1
11,28,2020,02,1
11,27,2020,92,1
11,26,2020,61,1
11,25,2020,90,1
11,24,2020,41,1
11,23,2020,38,1
11,22,2020,71,1
11,21,2020,23,1
11,20,2020,72,1
11,19,2020,63,1
11,18,2020,18,1
11,17,2020,39,1
11,16,2020,93,1
11,15,2020,86,1
11,14,2020,10,1
11,13,2020,36,1
11,12,2020,62,1
11,11,2020,13,1
11,10,2020,39,1
11,09,2020,86,1
11,08,2020,78,1
11,07,2020,21,1
11,06,2020,11,1
11,05,2020,34,1
11,04,2020,18,1
11,03,2020,17,1
11,02,2020,11,1
11,01,2020,62,1
10,31,2020,03,1
10,30,2020,83,1
10,29,2020,94,1
10,28,2020,93,1
10,27,2020,63,1
10,26,2020,19,1
10,25,2020,30,1
10,24,2020,21,1
10,23,2020,19,1
10,22,2020,85,1
10,21,2020,25,1
10,20,2020,11,1
10,19,2020,88,1
10,18,2020,16,1
10,17,2020,54,1
10,16,2020,93,1
10,15,2020,95,1
10,14,2020,30,1
10,13,2020,76,1
10,12,2020,92,1
10,11,2020,95,1
10,10,2020,87,1
10,09,2020,29,1
10,08,2020,93,1
10,01,2020,87,1
9,30,2020,20,1
9,29,2020,47,1
9,28,2020,41,1
9,27,2020,31,1
9,26,2020,86,1
9,25,2020,85,1
9,24,2020,09,1
9,23,2020,95,1
9,22,2020,57,1
9,21,2020,48,1
9,20,2020,80,1
9,19,2020,68,1
9,18,2020,36,1
9,17,2020,86,1
9,16,2020,32,1
9,15,2020,38,1
9,14,2020,08,1
9,13,2020,37,1
9,12,2020,30,1
9,11,2020,28,1
9,10,2020,53,1
9,09,2020,01,1
9,08,2020,37,1
9,07,2020,74,1
9,06,2020,58,1
9,05,2020,91,1
9,04,2020,67,1
9,03,2020,26,1
9,02,2020,89,1
9,01,2020,61,1
8,31,2020,42,1
8,30,2020,69,1
8,29,2020,88,1
8,28,2020,24,1
8,27,2020,97,1
8,26,2020,14,1
8,25,2020,51,1
8,24,2020,38,1
8,23,2020,27,1
8,22,2020,42,1
8,21,2020,29,1
8,20,2020,43,1
8,19,2020,30,1
8,18,2020,66,1
8,17,2020,30,1
8,16,2020,13,1
8,15,2020,89,1
8,14,2020,86,1
8,13,2020,31,1
8,12,2020,49,1
8,11,2020,28,1
8,10,2020,09,1
8,09,2020,76,1
8,08,2020,39,1
8,07,2020,08,1
8,06,2020,06,1
8,05,2020,72,1
8,04,2020,22,1
8,03,2020,27,1
8,02,2020,27,1
8,01,2020,00,1
7,31,2020,36,1
7,30,2020,98,1
7,29,2020,10,1
7,28,2020,85,1
7,27,2020,69,1
7,26,2020,08,1
7,25,2020,74,1
7,24,2020,98,1
7,23,2020,28,1
7,22,2020,34,1
7,21,2020,29,1
7,16,2020,97,1
7,15,2020,77,1
7,14,2020,56,1
7,13,2020,82,1
7,12,2020,13,1
7,11,2020,18,1
7,10,2020,47,1
7,09,2020,04,1
7,08,2020,42,1
7,07,2020,06,1
7,06,2020,92,1
7,05,2020,62,1
7,04,2020,21,1
7,03,2020,34,1
7,02,2020,11,1
7,01,2020,87,1
6,30,2020,13,1
6,29,2020,38,1
6,28,2020,48,1
6,27,2020,67,1
6,26,2020,39,1
6,25,2020,12,1
6,24,2020,05,1
6,23,2020,23,1
6,22,2020,57,1
6,21,2020,33,1
6,20,2020,37,1
6,19,2020,60,1
6,18,2020,80,1
6,17,2020,48,1
6,16,2020,12,1
6,15,2020,37,1
6,14,2020,50,1
6,13,2020,48,1
6,12,2020,35,1
6,11,2020,84,1
6,10,2020,72,1
6,09,2020,23,1
6,08,2020,93,1
6,07,2020,15,1
6,06,2020,43,1
6,05,2020,03,1
6,04,2020,78,1
6,03,2020,70,1
6,02,2020,02,1
6,01,2020,96,1
5,31,2020,14,1
5,30,2020,04,1
5,29,2020,90,1
5,28,2020,07,1
5,27,2020,78,1
5,26,2020,84,1
5,25,2020,05,1
5,24,2020,31,1
5,23,2020,10,1
5,22,2020,02,1
5,21,2020,19,1
5,20,2020,03,1
5,19,2020,87,1
5,18,2020,35,1
5,17,2020,04,1
5,16,2020,73,1
5,15,2020,00,1
5,14,2020,68,1
5,13,2020,86,1
5,12,2020,68,1
5,11,2020,09,1
5,10,2020,24,1
5,09,2020,86,1
5,08,2020,67,1
5,07,2020,82,1
5,06,2020,09,1
5,05,2020,61,1
5,04,2020,23,1
5,03,2020,85,1
4,28,2020,04,1
4,27,2020,11,1
4,26,2020,87,1
4,25,2020,81,1
4,24,2020,29,1
4,23,2020,42,1
4,22,2020,52,1
4,21,2020,60,1
4,20,2020,95,1
4,19,2020,11,1
4,18,2020,73,1
4,17,2020,79,1
4,16,2020,40,1
4,15,2020,66,1
4,14,2020,60,1
4,13,2020,22,1
4,12,2020,72,1
4,11,2020,63,1
4,10,2020,13,1
4,09,2020,26,1
4,08,2020,42,1
4,07,2020,36,1
4,06,2020,61,1
4,05,2020,23,1
4,04,2020,69,1
4,03,2020,74,1
4,02,2020,93,1
4,01,2020,47,1
3,31,2020,44,1
3,30,2020,88,1
3,29,2020,58,1
3,28,2020,99,1
3,27,2020,50,1
3,26,2020,96,1
3,25,2020,27,1
3,24,2020,22,1
3,23,2020,52,1
3,22,2020,67,1
3,21,2020,16,1
3,20,2020,09,1
3,19,2020,08,1
3,18,2020,57,1
3,17,2020,35,1
3,16,2020,61,1
3,15,2020,55,1
3,14,2020,18,1
3,13,2020,37,1
3,12,2020,83,1
3,11,2020,82,1
3,10,2020,36,1
3,09,2020,22,1
3,08,2020,80,1
3,07,2020,07,1
3,06,2020,19,1
3,05,2020,60,1
3,04,2020,51,1
3,03,2020,57,1
3,02,2020,63,1
3,01,2020,00,1
2,29,2020,23,1
2,28,2020,93,1
2,27,2020,48,1
2,26,2020,52,1
2,25,2020,90,1
2,24,2020,34,1
2,23,2020,81,1
2,22,2020,35,1
2,21,2020,67,1
2,20,2020,71,1
2,19,2020,27,1
2,18,2020,09,1
2,17,2020,81,1
2,16,2020,83,1
2,15,2020,27,1
2,14,2020,17,1
2,13,2020,47,1
2,12,2020,44,1
2,11,2020,57,1
2,10,2020,45,1
2,09,2020,85,1
2,08,2020,01,1
2,07,2020,06,1
2,06,2020,89,1
2,05,2020,91,1
2,04,2020,97,1
2,03,2020,36,1
2,02,2020,99,1
2,01,2020,99,1
1,31,2020,05,1
1,30,2020,43,1
1,29,2020,24,1
1,28,2020,00,1
1,27,2020,78,1
1,26,2020,86,1
1,25,2020,42,1
1,24,2020,29,1
1,23,2020,83,1
1,22,2020,64,1
1,21,2020,74,1
1,20,2020,32,1
1,19,2020,03,1
1,18,2020,50,1
1,17,2020,65,1
1,16,2020,92,1
1,15,2020,50,1
1,14,2020,55,1
1,13,2020,09,1
1,12,2020,87,1
1,11,2020,87,1
1,10,2020,52,1
1,09,2020,09,1
1,08,2020,97,1
1,07,2020,44,1
1,06,2020,79,1
1,05,2020,99,1
1,04,2020,64,1
1,03,2020,73,1
1,02,2020,76,1
1,01,2020,44,1
12,31,2021,47,1
12,30,2021,74,1
12,29,2021,37,1
12,28,2021,55,1
12,27,2021,41,1
12,26,2021,55,1
12,25,2021,09,1
12,24,2021,63,1
12,23,2021,50,1
12,22,2021,23,1
12,21,2021,77,1
12,20,2021,05,1
12,19,2021,87,1
12,18,2021,46,1
12,17,2021,80,1
12,16,2021,48,1
12,15,2021,08,1
12,14,2021,61,1
12,13,2021,55,1
12,12,2021,15,1
12,11,2021,80,1
12,10,2021,27,1
12,09,2021,44,1
12,08,2021,53,1
12,07,2021,93,1
12,06,2021,39,1
12,05,2021,80,1
12,04,2021,82,1
12,03,2021,22,1
12,02,2021,08,1
12,01,2021,87,1
11,30,2021,50,1
11,29,2021,31,1
11,28,2021,82,1
11,27,2021,88,1
11,26,2021,49,1
11,25,2021,85,1
11,24,2021,62,1
11,23,2021,47,1
11,22,2021,99,1
11,21,2021,60,1
11,20,2021,42,1
11,19,2021,05,1
11,18,2021,54,1
11,17,2021,14,1
11,16,2021,92,1
11,15,2021,04,1
11,14,2021,55,1
11,13,2021,17,1
11,12,2021,04,1
11,11,2021,17,1
11,10,2021,36,1
11,09,2021,19,1
11,08,2021,58,1
11,07,2021,47,1
11,06,2021,03,1
11,05,2021,04,1
11,04,2021,79,1
11,03,2021,66,1
11,02,2021,84,1
11,01,2021,50,1
10,31,2021,72,1
10,30,2021,62,1
10,29,2021,16,1
10,28,2021,77,1
10,27,2021,50,1
10,26,2021,96,1
10,25,2021,70,1
10,24,2021,66,1
10,23,2021,73,1
10,22,2021,76,1
10,21,2021,02,1
10,20,2021,72,1
10,19,2021,10,1
10,18,2021,82,1
10,17,2021,95,1
10,16,2021,78,1
10,15,2021,92,1
10,14,2021,48,1
10,13,2021,56,1
10,12,2021,97,1
10,11,2021,59,1
10,10,2021,94,1
10,09,2021,71,1
10,08,2021,77,1
10,07,2021,50,1
10,06,2021,75,1
10,05,2021,73,1
10,04,2021,36,1
10,03,2021,52,1
10,02,2021,93,1
10,01,2021,02,1
9,30,2021,70,1
9,29,2021,17,1
9,28,2021,71,1
9,27,2021,18,1
9,26,2021,75,1
9,25,2021,80,1
9,24,2021,22,1
9,23,2021,20,1
9,22,2021,03,1
9,21,2021,93,1
9,20,2021,36,1
9,19,2021,21,1
9,18,2021,06,1
9,17,2021,73,1
9,16,2021,38,1
9,15,2021,78,1
9,14,2021,21,1
9,13,2021,94,1
9,12,2021,15,1
9,11,2021,11,1
9,10,2021,98,1
9,09,2021,75,1
9,08,2021,98,1
9,07,2021,39,1
9,06,2021,92,1
9,05,2021,89,1
9,04,2021,13,1
9,03,2021,83,1
9,02,2021,59,1
9,01,2021,39,1
8,31,2021,37,1
8,30,2021,89,1
8,29,2021,66,1
8,28,2021,61,1
8,27,2021,43,1
8,26,2021,09,1
8,25,2021,35,1
8,24,2021,11,1
8,23,2021,28,1
8,22,2021,57,1
8,21,2021,52,1
8,20,2021,78,1
8,19,2021,09,1
8,18,2021,29,1
8,17,2021,37,1
8,16,2021,94,1
8,15,2021,52,1
8,14,2021,09,1
8,13,2021,33,1
8,12,2021,72,1
8,11,2021,85,1
8,10,2021,60,1
8,09,2021,69,1
8,08,2021,54,1
8,07,2021,52,1
8,06,2021,71,1
8,05,2021,93,1
8,04,2021,73,1
8,03,2021,11,1
8,02,2021,78,1
8,01,2021,84,1
7,31,2021,41,1
7,30,2021,59,1
7,29,2021,92,1
7,28,2021,70,1
7,27,2021,38,1
7,26,2021,62,1
7,25,2021,59,1
7,24,2021,45,1
7,23,2021,47,1
7,22,2021,97,1
7,21,2021,48,1
7,20,2021,92,1
7,19,2021,76,1
7,18,2021,30,1
7,17,2021,09,1
7,16,2021,18,1
7,15,2021,97,1
7,14,2021,08,1
7,13,2021,24,1
7,12,2021,37,1
7,11,2021,36,1
7,10,2021,84,1
7,09,2021,75,1
7,08,2021,38,1
7,07,2021,39,1
7,06,2021,55,1
7,05,2021,15,1
7,04,2021,52,1
7,03,2021,94,1
7,02,2021,63,1
7,01,2021,88,1
6,30,2021,46,1
6,29,2021,89,1
6,28,2021,82,1
6,27,2021,03,1
6,26,2021,88,1
6,25,2021,76,1
6,24,2021,85,1
6,23,2021,35,1
6,22,2021,92,1
6,21,2021,54,1
6,20,2021,96,1
6,19,2021,13,1
6,18,2021,74,1
6,17,2021,32,1
6,16,2021,51,1
6,15,2021,14,1
6,14,2021,99,1
6,13,2021,91,1
6,12,2021,09,1
6,11,2021,89,1
6,10,2021,29,1
6,09,2021,46,1
6,08,2021,98,1
6,07,2021,81,1
6,06,2021,34,1
6,05,2021,00,1
6,04,2021,59,1
6,03,2021,44,1
6,02,2021,75,1
6,01,2021,57,1
5,31,2021,81,1
5,30,2021,10,1
5,29,2021,64,1
5,28,2021,00,1
5,27,2021,70,1
5,26,2021,34,1
5,25,2021,19,1
5,24,2021,74,1
5,23,2021,06,1
5,22,2021,82,1
5,21,2021,71,1
5,20,2021,54,1
5,19,2021,58,1
5,18,2021,05,1
5,17,2021,41,1
5,16,2021,04,1
5,15,2021,25,1
5,14,2021,70,1
5,13,2021,78,1
5,12,2021,51,1
5,11,2021,02,1
5,10,2021,09,1
5,09,2021,96,1
5,08,2021,81,1
5,07,2021,04,1
5,06,2021,36,1
5,05,2021,80,1
5,04,2021,03,1
5,03,2021,89,1
5,02,2021,08,1
5,01,2021,32,1
4,30,2021,29,1
4,29,2021,40,1
4,28,2021,23,1
4,27,2021,09,1
4,26,2021,45,1
4,25,2021,99,1
4,24,2021,89,1
4,23,2021,97,1
4,22,2021,86,1
4,21,2021,57,1
4,20,2021,95,1
4,19,2021,16,1
4,18,2021,48,1
4,17,2021,05,1
4,16,2021,84,1
4,15,2021,88,1
4,14,2021,53,1
4,13,2021,49,1
4,12,2021,69,1
4,11,2021,26,1
4,10,2021,31,1
4,09,2021,00,1
4,08,2021,56,1
4,07,2021,61,1
4,06,2021,41,1
4,05,2021,66,1
4,04,2021,58,1
4,03,2021,27,1
4,02,2021,41,1
4,01,2021,09,1
3,31,2021,80,1
3,30,2021,63,1
3,29,2021,69,1
3,28,2021,11,1
3,27,2021,02,1
3,26,2021,27,1
3,25,2021,63,1
3,24,2021,12,1
3,23,2021,02,1
3,22,2021,38,1
3,21,2021,32,1
3,20,2021,51,1
3,19,2021,72,1
3,18,2021,91,1
3,17,2021,70,1
3,16,2021,93,1
3,15,2021,78,1
3,14,2021,32,1
3,13,2021,97,1
3,12,2021,77,1
3,11,2021,28,1
3,10,2021,29,1
3,09,2021,43,1
3,08,2021,50,1
3,07,2021,38,1
3,06,2021,28,1
3,05,2021,24,1
3,04,2021,96,1
3,03,2021,02,1
3,02,2021,25,1
3,01,2021,22,1
2,28,2021,48,1
2,27,2021,69,1
2,26,2021,14,1
2,25,2021,52,1
2,24,2021,43,1
2,23,2021,92,1
2,22,2021,02,1
2,21,2021,40,1
2,20,2021,35,1
2,19,2021,65,1
2,18,2021,62,1
2,17,2021,14,1
2,16,2021,03,1
2,15,2021,40,1
2,14,2021,22,1
2,13,2021,45,1
2,12,2021,68,1
2,11,2021,42,1
2,10,2021,37,1
2,09,2021,08,1
2,08,2021,05,1
2,07,2021,03,1
2,06,2021,87,1
2,05,2021,67,1
2,04,2021,90,1
2,03,2021,61,1
2,02,2021,49,1
2,01,2021,28,1
1,31,2021,88,1
1,30,2021,29,1
1,29,2021,47,1
1,28,2021,84,1
1,27,2021,21,1
1,26,2021,20,1
1,25,2021,70,1
1,24,2021,64,1
1,23,2021,36,1
1,22,2021,77,1
1,21,2021,84,1
1,20,2021,67,1
1,19,2021,15,1
1,18,2021,38,1
1,17,2021,74,1
1,16,2021,45,1
1,15,2021,78,1
1,14,2021,64,1
1,13,2021,56,1
1,12,2021,43,1
1,11,2021,62,1
1,10,2021,62,1
1,09,2021,40,1
1,08,2021,51,1
1,07,2021,85,1
1,06,2021,42,1
1,05,2021,70,1
1,04,2021,34,1
1,03,2021,02,1
1,02,2021,40,1
1,01,2021,15,1
7,05,2022,18,1
7,04,2022,05,1
7,03,2022,52,1
7,02,2022,26,1
7,01,2022,96,1
6,30,2022,61,1
6,29,2022,52,1
6,28,2022,68,1
6,27,2022,49,1
6,26,2022,10,1
6,25,2022,74,1
6,24,2022,53,1
6,23,2022,01,1
6,22,2022,28,1
6,21,2022,78,1
6,20,2022,59,1
6,19,2022,99,1
6,18,2022,51,1
6,17,2022,47,1
6,16,2022,46,1
6,15,2022,19,1
6,14,2022,89,1
6,13,2022,27,1
6,12,2022,22,1
6,11,2022,13,1
6,10,2022,18,1
6,09,2022,88,1
6,08,2022,68,1
6,07,2022,58,1
6,06,2022,21,1
6,05,2022,38,1
6,04,2022,42,1
6,03,2022,26,1
6,02,2022,91,1
6,01,2022,48,1
5,31,2022,91,1
5,30,2022,71,1
5,29,2022,64,1
5,28,2022,63,1
5,27,2022,34,1
5,26,2022,68,1
5,25,2022,81,1
5,24,2022,79,1
5,23,2022,86,1
5,22,2022,32,1
5,21,2022,85,1
5,20,2022,82,1
5,19,2022,25,1
5,18,2022,79,1
5,17,2022,85,1
5,16,2022,24,1
5,15,2022,90,1
5,14,2022,53,1
5,13,2022,02,1
5,12,2022,60,1
5,11,2022,10,1
5,10,2022,79,1
5,09,2022,16,1
5,08,2022,90,1
5,07,2022,95,1
5,06,2022,50,1
5,05,2022,58,1
5,04,2022,78,1
5,03,2022,47,1
5,02,2022,72,1
5,01,2022,91,1
4,30,2022,04,1
4,29,2022,21,1
4,28,2022,36,1
4,27,2022,89,1
4,26,2022,19,1
4,25,2022,43,1
4,24,2022,82,1
4,23,2022,72,1
4,22,2022,27,1
4,21,2022,65,1
4,20,2022,41,1
4,19,2022,66,1
4,18,2022,94,1
4,17,2022,33,1
4,16,2022,63,1
4,15,2022,10,1
4,14,2022,89,1
4,13,2022,77,1
4,12,2022,84,1
4,11,2022,82,1
4,10,2022,81,1
4,09,2022,60,1
4,08,2022,07,1
4,07,2022,55,1
4,06,2022,22,1
4,05,2022,01,1
4,04,2022,99,1
4,03,2022,70,1
4,02,2022,31,1
4,01,2022,48,1
3,31,2022,10,1
3,30,2022,64,1
3,29,2022,06,1
3,28,2022,77,1
3,27,2022,26,1
3,26,2022,30,1
3,25,2022,14,1
3,24,2022,35,1
3,23,2022,16,1
3,22,2022,12,1
3,21,2022,60,1
3,20,2022,33,1
3,19,2022,38,1
3,18,2022,99,1
3,17,2022,19,1
3,16,2022,93,1
3,15,2022,30,1
3,14,2022,12,1
3,13,2022,44,1
3,12,2022,23,1
3,11,2022,14,1
3,10,2022,67,1
3,09,2022,25,1
3,08,2022,45,1
3,07,2022,90,1
3,06,2022,43,1
3,05,2022,02,1
3,04,2022,07,1
3,03,2022,49,1
3,02,2022,98,1
3,01,2022,39,1
2,28,2022,52,1
2,27,2022,42,1
2,26,2022,60,1
2,25,2022,30,1
2,24,2022,40,1
2,23,2022,27,1
2,22,2022,37,1
2,18,2022,55,1
2,17,2022,45,1
2,16,2022,46,1
2,15,2022,81,1
2,14,2022,67,1
2,13,2022,91,1
2,12,2022,24,1
2,11,2022,06,1
2,10,2022,14,1
2,09,2022,85,1
2,08,2022,54,1
2,07,2022,03,1
2,06,2022,15,1
2,05,2022,23,1
2,04,2022,39,1
2,03,2022,51,1
2,02,2022,06,1
2,01,2022,55,1
1,31,2022,03,1
1,30,2022,76,1
1,29,2022,00,1
1,28,2022,23,1
1,27,2022,54,1
1,26,2022,00,1
1,25,2022,95,1
1,24,2022,71,1
1,23,2022,65,1
1,22,2022,69,1
1,21,2022,86,1
1,20,2022,61,1
1,19,2022,78,1
1,18,2022,89,1
1,17,2022,54,1
1,16,2022,41,1
1,15,2022,55,1
1,14,2022,54,1
1,13,2022,25,1
1,12,2022,73,1
1,11,2022,46,1
1,10,2022,39,1
1,09,2022,03,1
1,08,2022,71,1
1,07,2022,72,1
1,06,2022,66,1
1,05,2022,07,1
1,04,2022,69,1
1,03,2022,00,1
1,02,2022,82,1
1,01,2022,05,1
12,31,2012,36,2
12,30,2012,27,2
12,29,2012,14,2
12,28,2012,55,2
12,27,2012,03,2
12,26,2012,69,2
12,25,2012,94,2
12,24,2012,51,2
12,23,2012,58,2
12,22,2012,15,2
12,21,2012,86,2
12,20,2012,31,2
12,19,2012,16,2
12,18,2012,83,2
12,17,2012,65,2
12,16,2012,99,2
12,15,2012,24,2
12,14,2012,54,2
12,13,2012,38,2
12,12,2012,53,2
12,11,2012,17,2
12,10,2012,87,2
12,09,2012,27,2
12,08,2012,17,2
12,07,2012,24,2
12,06,2012,21,2
12,05,2012,58,2
12,04,2012,27,2
12,03,2012,65,2
12,02,2012,34,2
12,01,2012,61,2
11,30,2012,70,2
11,29,2012,65,2
11,28,2012,64,2
11,27,2012,00,2
11,26,2012,80,2
11,25,2012,49,2
11,24,2012,06,2
11,23,2012,94,2
11,22,2012,90,2
11,21,2012,47,2
11,20,2012,48,2
11,19,2012,58,2
11,18,2012,70,2
11,17,2012,65,2
11,16,2012,80,2
11,15,2012,14,2
11,14,2012,80,2
11,13,2012,37,2
11,12,2012,30,2
11,11,2012,62,2
11,10,2012,92,2
11,09,2012,67,2
11,08,2012,31,2
11,07,2012,62,2
11,06,2012,90,2
11,05,2012,06,2
11,04,2012,45,2
11,03,2012,68,2
11,02,2012,56,2
11,01,2012,62,2
10,31,2012,54,2
10,30,2012,31,2
10,29,2012,13,2
10,28,2012,81,2
10,27,2012,36,2
10,26,2012,49,2
10,25,2012,51,2
10,24,2012,73,2
10,23,2012,32,2
10,22,2012,56,2
10,21,2012,42,2
10,20,2012,26,2
10,19,2012,55,2
10,18,2012,46,2
10,17,2012,55,2
10,16,2012,38,2
10,15,2012,22,2
10,14,2012,49,2
10,13,2012,86,2
10,12,2012,95,2
10,11,2012,71,2
10,10,2012,63,2
10,09,2012,35,2
10,08,2012,28,2
10,07,2012,03,2
10,06,2012,20,2
10,05,2012,24,2
10,04,2012,68,2
10,03,2012,88,2
10,02,2012,27,2
10,01,2012,16,2
9,30,2012,40,2
9,29,2012,01,2
9,28,2012,41,2
9,27,2012,41,2
9,26,2012,56,2
9,25,2012,23,2
9,24,2012,10,2
9,23,2012,30,2
9,22,2012,18,2
9,21,2012,08,2
9,20,2012,41,2
9,19,2012,59,2
9,18,2012,23,2
9,17,2012,00,2
9,16,2012,94,2
9,15,2012,14,2
9,14,2012,38,2
9,13,2012,00,2
9,12,2012,66,2
9,11,2012,89,2
9,10,2012,17,2
9,09,2012,30,2
9,08,2012,38,2
9,07,2012,53,2
9,06,2012,52,2
9,05,2012,39,2
9,04,2012,75,2
9,03,2012,66,2
9,02,2012,45,2
9,01,2012,55,2
8,31,2012,72,2
8,30,2012,38,2
8,29,2012,06,2
8,28,2012,01,2
8,27,2012,90,2
8,26,2012,00,2
8,25,2012,13,2
8,24,2012,74,2
8,23,2012,58,2
8,22,2012,11,2
8,21,2012,18,2
8,20,2012,11,2
8,19,2012,48,2
8,18,2012,15,2
8,17,2012,73,2
8,16,2012,05,2
8,15,2012,53,2
8,14,2012,77,2
8,13,2012,02,2
8,12,2012,40,2
8,11,2012,30,2
8,10,2012,98,2
8,09,2012,44,2
8,08,2012,95,2
8,07,2012,50,2
8,06,2012,00,2
8,05,2012,78,2
8,04,2012,32,2
8,03,2012,61,2
8,02,2012,93,2
8,01,2012,90,2
7,31,2012,45,2
7,30,2012,67,2
